type,out_file,src_image,src_ann,xmin,ymin,xmax,ymax,note
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000754a_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000754a.png,,80,64,144,192,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000754a_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000754a.png,,240,109,304,237,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000754a_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000754a.png,,253,111,317,239,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000754a_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000754a.png,,84,9,148,137,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000754a_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000754a.png,,251,41,315,169,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000755a_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000755a.png,,123,42,187,170,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000755a_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000755a.png,,142,6,206,134,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000755a_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000755a.png,,114,70,178,198,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000755a_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000755a.png,,193,51,257,179,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000755a_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000755a.png,,120,10,184,138,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000756a_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000756a.png,,235,56,299,184,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000756a_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000756a.png,,229,11,293,139,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000756a_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000756a.png,,255,57,319,185,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000756a_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000756a.png,,161,15,225,143,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000756a_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000756a.png,,254,95,318,223,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000757a_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000757a.png,,9,13,73,141,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000757a_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000757a.png,,206,52,270,180,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000757a_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000757a.png,,18,71,82,199,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000757a_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000757a.png,,0,105,64,233,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000757a_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000757a.png,,46,101,110,229,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000758a_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000758a.png,,155,65,219,193,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000758a_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000758a.png,,105,83,169,211,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000758a_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000758a.png,,233,43,297,171,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000758a_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000758a.png,,186,105,250,233,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000758a_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000758a.png,,27,104,91,232,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000759a_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000759a.png,,114,108,178,236,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000759a_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000759a.png,,232,42,296,170,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000759a_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000759a.png,,242,91,306,219,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000759a_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000759a.png,,186,91,250,219,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000759a_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000759a.png,,231,14,295,142,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000760a_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000760a.png,,49,97,113,225,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000760a_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000760a.png,,113,0,177,128,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000760a_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000760a.png,,174,45,238,173,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000760a_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000760a.png,,149,70,213,198,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000760a_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000760a.png,,191,89,255,217,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000763a_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000763a.png,,54,5,118,133,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000763a_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000763a.png,,84,63,148,191,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000763a_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000763a.png,,71,105,135,233,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000763a_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000763a.png,,209,13,273,141,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000763a_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000763a.png,,130,78,194,206,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000764a_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000764a.png,,100,24,164,152,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000764a_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000764a.png,,61,109,125,237,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000764a_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000764a.png,,201,27,265,155,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000764a_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000764a.png,,234,105,298,233,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000764a_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000764a.png,,97,91,161,219,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000765a_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000765a.png,,173,13,237,141,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000765a_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000765a.png,,212,5,276,133,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000765a_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000765a.png,,63,98,127,226,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000765a_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000765a.png,,230,58,294,186,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000765a_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000765a.png,,68,63,132,191,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000767a_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000767a.png,,2,67,66,195,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000767a_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000767a.png,,24,70,88,198,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000767a_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000767a.png,,221,107,285,235,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000767a_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000767a.png,,247,65,311,193,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000767a_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000767a.png,,90,88,154,216,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000769a_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000769a.png,,88,93,152,221,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000769a_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000769a.png,,65,13,129,141,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000769a_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000769a.png,,198,84,262,212,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000769a_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000769a.png,,164,64,228,192,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000769a_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000769a.png,,196,53,260,181,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000770a_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000770a.png,,127,35,191,163,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000770a_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000770a.png,,203,43,267,171,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000770a_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000770a.png,,150,57,214,185,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000770a_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000770a.png,,68,17,132,145,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000770a_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000770a.png,,211,77,275,205,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000771a_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000771a.png,,153,107,217,235,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000771a_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000771a.png,,160,91,224,219,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000771a_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000771a.png,,111,25,175,153,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000771a_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000771a.png,,107,79,171,207,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000771a_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000771a.png,,148,87,212,215,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000775a_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000775a.png,,176,86,240,214,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000775a_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000775a.png,,67,90,131,218,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000775a_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000775a.png,,91,64,155,192,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000775a_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000775a.png,,165,90,229,218,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000775a_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000775a.png,,59,97,123,225,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000776a_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000776a.png,,180,71,244,199,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000776a_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000776a.png,,245,74,309,202,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000776a_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000776a.png,,213,86,277,214,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000776a_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000776a.png,,146,112,210,240,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000776a_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000776a.png,,216,103,280,231,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000777a_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000777a.png,,6,66,70,194,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000777a_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000777a.png,,54,3,118,131,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000777a_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000777a.png,,195,18,259,146,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000777a_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000777a.png,,27,85,91,213,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000777a_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000777a.png,,28,25,92,153,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000778a_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000778a.png,,136,96,200,224,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000778a_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000778a.png,,82,36,146,164,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000778a_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000778a.png,,128,18,192,146,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000778a_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000778a.png,,31,88,95,216,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000778a_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000778a.png,,151,26,215,154,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000779a_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000779a.png,,16,45,80,173,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000779a_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000779a.png,,231,13,295,141,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000779a_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000779a.png,,114,95,178,223,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000779a_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000779a.png,,199,30,263,158,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\00000779a_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\00000779a.png,,147,88,211,216,grad_min=0.0
